Dataset	Random-mean	P-value
387	0.10352809	1.030902997710711e-07
388	0.10377773	1.3456160916926804e-07
389	0.1026075	3.788889447901435e-08
390	0.10475847	3.7534578849682337e-07
391	0.10522051	6.015901427634037e-07
392	0.10246246	3.2275686500242276e-08
393	0.10198246	1.888857927093813e-08
394	0.104568	3.0834704666001645e-07
395	0.10235145	2.853428745931607e-08
396	0.10142752	1.0068447701508425e-08
397	0.10305436	6.181526288511761e-08
398	0.10332357	8.274334043203866e-08
399	0.10331383	8.18785506400484e-08
400	0.10451877	2.930084252253364e-07
401	0.10379808	1.3750292230827472e-07
402	0.10211356	2.1881991254793252e-08
403	0.10247895	3.287065437437431e-08
404	0.10446956	2.784152284018451e-07
405	0.1035776	1.0870231256879322e-07
406	0.10334938	8.507803185308898e-08
407	0.10321921	7.39213463297003e-08
408	0.10183141	1.593219037101719e-08
409	0.10109777	6.893832536381047e-09
410	0.10199911	1.9245412098052005e-08
411	0.1040286	1.754911665483718e-07
412	0.10261926	3.8383490755420733e-08
413	0.10129758999999999	8.676305598491295e-09
414	0.10340991	9.080691947709052e-08
415	0.10121996	7.936029179868604e-09
416	0.1016545	1.303972921748708e-08
417	0.10349333	9.931923142582822e-08
418	0.10295646	5.556172632371436e-08
419	0.10160605	1.2341269686607067e-08
420	0.10342725	9.25159026649146e-08
421	0.10493247	4.487057163100896e-07
422	0.10238067	2.9476043380570417e-08
423	0.1029076	5.2675056378151094e-08
424	0.10207889	2.1048257657354888e-08
425	0.10280441	4.7049279581854724e-08
426	0.10574831999999999	1.021838804107582e-06
427	0.10284452	4.916299321772848e-08
428	0.10404498	1.7854716229918874e-07
429	0.10304841	6.141643897121629e-08
430	0.10412833	1.949138953367922e-07
431	0.10438523	2.550273571231534e-07
432	0.10141343	9.907545405832339e-09
433	0.1042008	2.1031775304666532e-07
434	0.10149682	1.0897611023213591e-08
435	0.10421189	2.127766669495646e-07
436	0.10037466	2.9659243052364803e-09
437	0.10257372	3.650239512187885e-08
438	0.10206522999999999	2.0728325414177713e-08
439	0.10098569	6.0559880131154524e-09
440	0.10191595	1.7526321025282366e-08
441	0.10289197	5.178277898978559e-08
442	0.10342033	9.183017694744963e-08
443	0.10201753	1.9647822324803867e-08
444	0.10171439	1.3956448402500172e-08
445	0.10469726	3.524109424998968e-07
446	0.10329442	8.01812670924804e-08
447	0.10381574	1.4010586908937622e-07
448	0.10134579	9.169350951296612e-09
449	0.1037446	1.2990314751473628e-07
450	0.10212789	2.2235901692028048e-08
451	0.10226166	2.5819840787601407e-08
452	0.10195136	1.823922829599941e-08
453	0.10185849	1.642680730378254e-08
454	0.10446046	2.7579482561915783e-07
455	0.10402304	1.7446541290812992e-07
456	0.10535987	6.925641865672131e-07
457	0.10459254999999999	3.1628365443676215e-07
458	0.10366618	1.1949094967353614e-07
